First_Name,DOI,Researcher ID,Annee_Bibliographique,Year of first pub,gender,Paper ID,Author order,nb_auteur,Discipline of paper,Specialty of paper,Relative citation rate,ERegroupement,disc_origin,spec_origin,Country of origin
xiangfeng,10.1016/j.knosys.2016.03.031,11964133,2016,2005,M,57208787,2,5,Engineering and Technology,Computers,0.681,China,Engineering and Technology,Computers,nan
hui,10.1007/s11277-016-3689-7,6038915,2017,2017,M,61091287,6,7,Engineering and Technology,Electrical Engineering & Electronics,1.528,China,Engineering and Technology,Electrical Engineering & Electronics,China
hui,10.1109/tetc.2017.2684819,6039921,2017,2017,M,61290241,3,8,Engineering and Technology,Computers,0.0,China,Engineering and Technology,Computers,China
hui,10.1007/s11036-016-0789-2,6035797,2017,2017,M,60275145,3,6,Engineering and Technology,Electrical Engineering & Electronics,3.362,China,Engineering and Technology,Electrical Engineering & Electronics,China
hui,10.1007/s11069-016-2484-9,5965883,2016,2011,M,59210208,3,5,Earth and Space,Environmental Science,1.075,China,Chemistry,Physical Chemistry,China
hui,10.1016/j.jvcir.2009.06.007,5964986,2010,2010,M,44154987,2,6,Physics,Optics,0.3,United States,Physics,Optics,United States
yunhuai,10.1007/s11277-016-3689-7,18646663,2017,2017,UNK,61091287,2,7,Engineering and Technology,Electrical Engineering & Electronics,1.528,China,Engineering and Technology,Electrical Engineering & Electronics,China
yunhuai,10.1007/s11042-015-2731-1,18642817,2017,2017,UNK,60538302,2,5,Engineering and Technology,Electrical Engineering & Electronics,5.195,China,Engineering and Technology,Electrical Engineering & Electronics,China
yunhuai,10.1007/s11036-016-0789-2,18641736,2017,2017,UNK,60275145,2,6,Engineering and Technology,Electrical Engineering & Electronics,3.362,China,Engineering and Technology,Electrical Engineering & Electronics,China
xiao,10.1007/s11042-014-2270-1,8035226,2016,2015,M,56391972,2,5,Engineering and Technology,Electrical Engineering & Electronics,1.163,China,Engineering and Technology,Electrical Engineering & Electronics,China
ting,10.1145/2932192,35875972,2017,2005,F,61689735,3,5,Engineering and Technology,Computers,0.342,China,Engineering and Technology,Computers,nan
ting,10.1007/s11042-014-2184-y,35875972,2016,2005,F,57575694,3,4,Engineering and Technology,Electrical Engineering & Electronics,0.969,China,Engineering and Technology,Computers,nan
ting,10.1007/s11042-014-2270-1,35875972,2016,2005,F,56391972,1,5,Engineering and Technology,Electrical Engineering & Electronics,1.163,China,Engineering and Technology,Computers,nan
ting,10.1007/s00530-014-0374-0,35875972,2016,2005,F,56164351,1,3,Engineering and Technology,Computers,0.227,China,Engineering and Technology,Computers,nan
yue,10.1016/j.compenvurbsys.2014.02.004,11404232,2017,2017,M,59589107,5,5,Social Sciences,Planning & Urban Studies,8.672,United States,Social Sciences,Planning & Urban Studies,United States
kevin,10.1007/s11109-016-9373-5,29294614,2017,2017,M,61171546,1,1,Social Sciences,Political Science and Public Administration,5.305,United States,Social Sciences,Political Science and Public Administration,United States
xiping,10.3390/ijgi6010007,36723501,2017,2015,UNK,59744728,7,7,Earth and Space,Geology,1.596,China,Earth and Space,Environmental Science,China
xiping,10.3390/ijgi5100177,36723501,2016,2015,UNK,59337099,1,8,Earth and Space,Geology,0.548,China,Earth and Space,Environmental Science,China
zhixiang,10.3390/ijgi6010007,33555004,2017,2011,M,59744728,2,7,Earth and Space,Geology,1.596,China,Engineering and Technology,Computers,China
zhixiang,10.3390/ijgi5100177,33555004,2016,2011,M,59337099,2,8,Earth and Space,Geology,0.548,China,Engineering and Technology,Computers,China
ling,10.3390/ijgi6010007,23984849,2017,2011,F,59744728,5,7,Earth and Space,Geology,1.596,China,Social Sciences,Geography,United States
ling,10.3390/ijgi5100177,23984849,2016,2011,F,59337099,6,8,Earth and Space,Geology,0.548,China,Social Sciences,Geography,United States
shiwei,10.3390/ijgi6010007,12744584,2017,2014,M,59744728,1,7,Earth and Space,Geology,1.596,China,Social Sciences,Geography,China
zhiyuan,10.3390/ijgi6010007,45110836,2017,2015,M,59744728,6,7,Earth and Space,Geology,1.596,China,Earth and Space,Environmental Science,China
zhiyuan,10.3390/ijgi5100177,45110836,2016,2015,M,59337099,5,8,Earth and Space,Geology,0.548,China,Earth and Space,Environmental Science,China
abu nowshed,10.1587/transinf.2016dap0032,16404498,2017,2017,uni,60301207,1,3,Engineering and Technology,Computers,0.342,Japan,Engineering and Technology,Computers,Japan
masaki,10.1587/transinf.2016dap0032,7442131,2017,2002,M,60301207,3,3,Engineering and Technology,Computers,0.342,Japan,Mathematics,Applied Mathematics,nan
xin,10.1109/tnet.2016.2607840,42215375,2017,2017,M,60333691,4,4,Engineering and Technology,Computers,0.683,China,Engineering and Technology,Computers,China
xin,10.1007/s11390-011-0177-0,42145481,2011,2010,M,47503183,1,2,Engineering and Technology,Computers,0.62,Japan,Physics,General Physics,Japan
xin,10.1007/s10617-010-9054-2,42145548,2010,2010,M,44747775,4,5,Engineering and Technology,Computers,0.082,United States,Engineering and Technology,Computers,United States
ahmed,10.1111/cccr.12177,23371980,2017,2009,M,61992017,1,2,Professional Fields,Communication,0.0,Canada,Social Sciences,Anthropology and Archaeology,nan
ahmed,10.1177/1464884916636142,23371980,2017,2009,M,61073593,1,1,Professional Fields,Communication,1.336,Canada,Social Sciences,Anthropology and Archaeology,nan
ahmed,10.1177/1748048516642732,23371980,2017,2009,M,59750248,1,1,Professional Fields,Communication,0.0,Canada,Social Sciences,Anthropology and Archaeology,nan
nabarun,10.1007/s40264-016-0491-0,9627197,2017,2006,M,60251551,11,11,Clinical Medicine,Pharmacy,3.605,United States,Clinical Medicine,Addictive Diseases,nan
nabarun,10.1007/s40264-015-0385-6,9627197,2016,2006,M,56883823,14,14,Clinical Medicine,Pharmacy,2.778,United States,Clinical Medicine,Addictive Diseases,nan
nabarun,10.1007/s40264-014-0155-x,9627197,2014,2006,M,52535034,7,7,Clinical Medicine,Pharmacy,6.529,United States,Clinical Medicine,Addictive Diseases,nan
philip m.,10.2196/jmir.6670,35385321,2016,2012,M,59600765,1,6,Health,Health Policy & Services,1.94,United States,Health,Public Health,United States
jeanine p. d.,10.1016/j.pubrev.2017.04.009,47167061,2017,2014,F,60928002,1,5,Professional Fields,Communication,4.007,United States,Clinical Medicine,Immunology,United States
jeanine p. d.,10.1016/j.vaccine.2015.08.064,47167061,2015,2014,F,55481428,1,4,Clinical Medicine,Immunology,1.881,United States,Clinical Medicine,Immunology,United States
shah jahan,10.1016/j.im.2016.11.011,26650987,2017,2008,M,61276505,1,4,Professional Fields,Management,6.085,Australia,Engineering and Technology,Computers,Australia
john,10.1016/j.im.2016.11.011,19414618,2017,2008,M,61276505,3,4,Professional Fields,Management,6.085,United Arab Emirates,Engineering and Technology,Computers,Australia
aqil m.,10.1177/0165551515610513,41029823,2016,2010,M,59489315,2,2,Professional Fields,Information Science & Library Science,2.998,Saudi Arabia,Engineering and Technology,General Engineering,Saudi Arabia
ryan l.,10.1089/cyber.2016.0657,8152188,2017,2011,M,60790701,3,3,Professional Fields,Communication,2.003,United States,Psychology,Social Psychology,United States
qin,10.1163/15685381-00003012,45806778,2015,2015,M,55771679,1,8,Biology,General Zoology,0.698,China,Biology,General Zoology,China
elmie,10.1080/1369118x.2015.1018301,29422213,2015,2012,nan,54967743,1,4,Social Sciences,Sociology,0.502,Singapore,Professional Fields,Communication,nan
min,10.1002/sec.1722,4485799,2016,2016,M,60202440,3,5,Engineering and Technology,Computers,0.0,China,Engineering and Technology,Computers,China
rabeeh ayaz,10.4018/ijswis.2017040106,41803059,2017,2017,nan,61850294,2,10,Engineering and Technology,Computers,1.367,Pakistan,Psychology,Human Factors,Saudi Arabia
onaiza,10.4018/ijswis.2017040106,24538374,2017,2005,nan,61850294,4,10,Engineering and Technology,Computers,1.367,Pakistan,Engineering and Technology,Computers,nan
zhiguo,10.1145/3015463,33586531,2017,2004,M,60770154,5,6,Engineering and Technology,Computers,0.0,China,Engineering and Technology,Computers,nan
zhiguo,10.1016/j.future.2015.11.023,33586531,2016,2004,M,57558883,3,6,Engineering and Technology,Computers,1.361,China,Engineering and Technology,Computers,nan
zhiguo,10.1145/2668111,33586531,2015,2004,M,54400522,2,3,Engineering and Technology,Computers,0.326,China,Engineering and Technology,Computers,nan
carlos a.,10.1016/j.eswa.2015.12.021,14929895,2016,1996,M,56305526,2,2,Professional Fields,Management,0.829,Spain,Engineering and Technology,Electrical Engineering & Electronics,nan
manel,10.1016/j.datak.2016.12.003,10157009,2017,2017,UNI,60339920,1,5,Engineering and Technology,Computers,0.0,Tunisia,Engineering and Technology,Computers,Tunisia
florence,10.1016/j.future.2017.05.036,14256237,2018,2001,F,62041990,5,5,Engineering and Technology,Computers,3.69,France,Engineering and Technology,Electrical Engineering & Electronics,nan
florence,10.1016/j.datak.2016.12.003,14256237,2017,2001,F,60339920,5,5,Engineering and Technology,Computers,0.0,France,Engineering and Technology,Electrical Engineering & Electronics,nan
reda,10.1007/s10489-016-0803-1,4415729,2016,1993,F,59358560,3,3,Engineering and Technology,Computers,0.454,Canada,Engineering and Technology,Computers,nan
francois,10.2196/jmir.8421,13643192,2017,2017,M,61678196,6,6,Health,Health Policy & Services,0.399,France,Health,Health Policy & Services,France
sandra,10.2196/jmir.8421,45319858,2017,2011,F,61678196,4,6,Health,Health Policy & Services,0.399,France,Professional Fields,Management,France
shanton,10.1186/1471-2458-11-583,39647420,2011,2011,UNK,47073713,5,9,Clinical Medicine,Environmental & Occupational Health,3.112,Australia,Clinical Medicine,Environmental & Occupational Health,Australia
aditi,10.1016/j.pragma.2017.11.001,21995254,2018,2006,F,62265630,1,1,Humanities,Language & Linguistics,0.0,China,Social Sciences,General Social Sciences,nan
mike,10.3145/epi.2017.jul.09,40896999,2017,2000,M,61368236,1,2,Professional Fields,Information Science & Library Science,0.589,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1007/s11192-017-2396-9,40896999,2017,2000,M,60781008,3,4,Professional Fields,Information Science & Library Science,6.479,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1002/asi.23733,40896999,2017,2000,M,60047278,1,2,Professional Fields,Information Science & Library Science,1.178,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1108/oir-02-2016-0057,40896999,2017,2000,M,61288867,3,3,Professional Fields,Information Science & Library Science,0.0,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1016/j.ipm.2016.06.009,40896999,2017,2000,M,59552135,1,1,Professional Fields,Information Science & Library Science,1.178,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1002/asi.23620,40896999,2016,2000,M,59175323,1,9,Professional Fields,Information Science & Library Science,1.199,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1177/0165551515598926,40896999,2015,2000,M,55820850,2,3,Professional Fields,Information Science & Library Science,1.084,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.3145/epi.2015.nov.04,40896999,2015,2000,M,56109991,2,2,Professional Fields,Information Science & Library Science,4.117,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.3145/epi.2015.sep.09,40896999,2015,2000,M,55600500,1,2,Professional Fields,Information Science & Library Science,5.634,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1002/asi.23239,40896999,2015,2000,M,54712803,3,3,Professional Fields,Information Science & Library Science,2.6,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1007/s11192-014-1229-3,40896999,2014,2000,M,53406952,2,2,Professional Fields,Information Science & Library Science,11.213,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1002/asi.23037,40896999,2014,2000,M,52520394,3,3,Professional Fields,Information Science & Library Science,11.213,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1371/journal.pone.0093609,40896999,2014,2000,M,52397219,2,4,Biomedical Research,General Biomedical Research,0.549,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1002/asi.23038,40896999,2014,2000,M,52520282,1,2,Professional Fields,Information Science & Library Science,7.935,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1002/asi.23101,40896999,2014,2000,M,52520277,4,5,Professional Fields,Information Science & Library Science,16.388,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1371/journal.pone.0064841,40896999,2013,2000,M,50552847,1,4,Biomedical Research,General Biomedical Research,9.407,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1371/journal.pone.0062403,40896999,2013,2000,M,50483463,2,6,Biomedical Research,General Biomedical Research,0.664,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1002/asi.22764,40896999,2013,2000,M,50970237,2,2,Professional Fields,Information Science & Library Science,3.745,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1002/asi.22717,40896999,2012,2000,M,48960734,2,3,Professional Fields,Information Science & Library Science,3.306,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1371/journal.pone.0035869,40896999,2012,2000,M,48670306,3,3,Biomedical Research,General Biomedical Research,1.537,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1145/2337542.2337551,40896999,2012,2000,M,49826640,2,2,Engineering and Technology,Computers,1.665,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1002/asi.21662,40896999,2012,2000,M,48270807,1,3,Professional Fields,Information Science & Library Science,21.105,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1002/asi.21462,40896999,2011,2000,M,46173350,1,3,Professional Fields,Information Science & Library Science,19.012,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1002/asi.21416,40896999,2010,2000,M,45252495,1,5,Professional Fields,Information Science & Library Science,24.628,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1002/asi.21397,40896999,2010,2000,M,45175821,2,2,Professional Fields,Information Science & Library Science,1.688,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1002/asi.21241,40896999,2010,2000,M,43993594,1,2,Professional Fields,Information Science & Library Science,1.589,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
mike,10.1002/asi.21180,40896999,2010,2000,M,43925309,1,3,Professional Fields,Information Science & Library Science,7.15,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
